timestamp,source,input,expected_labels,predicted_labels,is_correct,drugs_detected,has_claim,claim_text,claim_reasoning,time_seconds,memory_mb,llm_calls,fda_calls,bluesky_calls
2025-11-22T03:45:57.891625,generated,Prednisone reduces inflammation from my autoimmune condition.,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Prednisone""]",True,autoimmune condition,"Prednisone is FDA‑approved for multiple specific autoimmune diseases (e.g., systemic lupus erythematosus, rheumatoid arthritis, dermatomyositis/polymyositis, pemphigus), so the lay term 'autoimmune condition' maps to these listed indications.",18.45,0.19,3,2,0
2025-11-22T03:46:15.215979,generated,Gabapentin treats the nerve pain from my diabetic neuropathy.,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""unsupported-claim""]",False,"[""Gabapentin""]",True,nerve pain from diabetic neuropathy,Gabapentin is FDA‑approved for postherpetic neuralgia (nerve pain after herpes zoster) and as adjunctive therapy for partial seizures. 'Nerve pain from diabetic neuropathy' (diabetic peripheral neuropathy) is not among the listed FDA‑approved indications.,17.28,0.87,3,2,0
2025-11-22T03:46:26.228480,generated,Tamsulosin helps with urinary symptoms from BPH.,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""tamsulosin""]",True,urinary symptoms from BPH,"The FDA indication is for the treatment of the ""signs and symptoms of benign prostatic hyperplasia (BPH)."" ""Urinary symptoms from BPH"" is a layperson-equivalent description of those signs and symptoms, so it matches the approved indication.",10.98,0.54,3,2,0
2025-11-22T03:46:38.633400,generated,Hydrochlorothiazide controls my high blood pressure.,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Hydrochlorothiazide""]",True,high blood pressure,"'High blood pressure' is the lay term for hypertension. The FDA indication for lisinopril and hydrochlorothiazide explicitly states it is indicated for the treatment of hypertension (to lower blood pressure), so the claimed indication matches.",12.39,0.46,3,2,0
2025-11-22T03:46:52.472596,generated,Warfarin prevents blood clots after my heart valve replacement.,"[""drug-approved"", ""supported-claim""]","[""drug-approved"", ""supported-claim""]",True,"[""Warfarin""]",True,blood clots after heart valve replacement,"Direct match — FDA labeling includes “Prophylaxis and treatment of thromboembolic complications associated with ... cardiac valve replacement,” which corresponds to ‘blood clots after heart valve replacement.’",13.78,0.64,3,2,0
2025-11-22T03:46:57.578296,generated,"Taking clenbuterol again before workouts, it cuts fat insanely fast.","[""drug-unapproved""]","[""drug-unapproved""]",True,"[""clenbuterol""]",False,,,5.05,0.13,1,1,0
2025-11-22T03:47:04.352171,generated,"Switched to RAD-140 instead of testosterone, gains are way cleaner.","[""drug-unapproved""]","[""drug-unapproved""]",True,"[""RAD-140"", ""testosterone""]",False,,,6.76,0.17,1,2,0
2025-11-22T03:47:10.108089,generated,"My anxiety is so much better on phenibut, it works way faster than benzos.","[""drug-unapproved""]","[""drug-unapproved""]",True,"[""phenibut"", ""benzos""]",False,,,5.74,0.13,1,2,0
2025-11-22T03:47:14.768733,generated,"I'm microdosing ibogaine for depression, it hits different.","[""drug-unapproved""]","[""drug-unapproved""]",True,"[""ibogaine""]",False,,,4.65,0.12,1,1,0
2025-11-22T03:47:28.929169,generated,Using tianeptine sodium for mood — it's basically an antidepressant without seeing a doctor.,"[""drug-unapproved""]","[""drug-approved"", ""supported-claim""]",False,"[""tianeptine sodium""]",True,"mood, depression",No FDA indication data,14.15,0.16,3,2,0
2025-11-22T03:47:36.322006,generated,Started a cycle of LGD-4033 and I'm already up 6 pounds.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""LGD-4033"", ""Ligandrol""]",False,,,7.35,0.13,1,2,0
2025-11-22T03:47:43.034775,generated,"DNP melts fat like nothing else, crazy results in a week.","[""drug-unapproved""]","[""drug-unapproved""]",True,"[""DNP"", ""2,4-Dinitrophenol""]",False,,,6.71,0.14,1,2,0
2025-11-22T03:47:55.412170,generated,Bought Melanotan II online to get tan faster.,"[""drug-unapproved""]","[""drug-approved""]",False,"[""Melanotan II""]",False,,,12.36,1.54,2,1,0
2025-11-22T03:48:00.598589,generated,I take kratom every morning now and my pain is gone.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""kratom""]",False,,,5.18,0.13,1,1,0
2025-11-22T03:48:05.813900,generated,Etizolam works better than Xanax for me.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Etizolam"", ""Xanax""]",False,,,5.21,0.12,1,2,0
2025-11-22T03:48:10.603609,generated,Trying Pemoline for focus because Adderall shortages are wild.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Pemoline"", ""Adderall""]",False,,,4.78,0.12,1,2,0
2025-11-22T03:48:16.060672,generated,"Taking Cardarine (GW501516) before cardio, stamina is insane.","[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Cardarine"", ""GW501516""]",False,,,5.45,0.13,1,2,0
2025-11-22T03:48:24.313080,generated,Using Ostarine (MK-2866) instead of steroids this cycle.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Ostarine"", ""MK-2866"", ""steroids""]",False,,,8.23,0.13,1,3,0
2025-11-22T03:48:31.254890,generated,Mixing DMHA pre-workout hits so hard it feels illegal.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""DMHA""]",False,,,6.93,0.12,1,1,0
2025-11-22T03:48:37.342417,generated,Bought liquid SARMs YK-11 and strength is up already.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""SARMs"", ""YK-11""]",False,,,6.07,0.13,1,2,0
2025-11-22T03:48:43.242459,generated,Using semax peptide for focus — works better than modafinil.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""semax"", ""modafinil""]",False,,,5.88,0.12,1,2,0
2025-11-22T03:48:48.063733,generated,Injected BPC-157 into my shoulder and the pain vanished.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""BPC-157""]",False,,,4.27,0.12,1,1,0
2025-11-22T03:48:52.326723,generated,Adrafinil helps me stay awake all night studying.,"[""drug-unapproved""]","[""drug-unapproved""]",True,"[""Adrafinil""]",False,,,4.25,0.12,1,1,0
2025-11-22T03:49:01.804678,generated,My aunt cured her cancer by taking aspirin every morning.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""aspirin""]",True,cancer,The FDA-approved indications shown are for temporary relief of minor aches and pains (analgesic use); cancer is a distinct disease and is not listed or synonymous with any of the approved uses for this aspirin product.,9.47,0.18,3,2,0
2025-11-22T03:49:17.991789,generated,"If you have COVID, just take ibuprofen, it kills the virus fast.","[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""ibuprofen""]",True,COVID,"FDA list covers symptom relief (fever, minor aches) and 'the common cold' but does not list COVID-19. 'COVID' is a distinct disease, so the claimed indication 'COVID' does not match the FDA-approved indications.",16.18,0.15,3,2,0
2025-11-22T03:49:35.059314,generated,I've been using Benadryl to treat my high blood pressure and it totally works.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Benadryl""]",True,Benadryl treats high blood pressure,"No. FDA-approved indications for Benadryl are relief of allergy symptoms (runny nose, sneezing, itchy/watery eyes, itching of nose/throat). 'High blood pressure' (hypertension) is a different condition and is not listed as an approved indication.",17.05,0.16,3,2,0
2025-11-22T03:49:45.041167,generated,My friend reversed her diabetes using amoxicillin.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""amoxicillin""]",True,diabetes,"Amoxicillin is FDA‑approved for bacterial infections (ear, throat, respiratory, skin, genitourinary, H. pylori, etc.). Diabetes is a metabolic disease, not an FDA‑listed indication for amoxicillin, so it does not match.",9.97,0.34,3,2,0
2025-11-22T03:50:04.043249,generated,Drink children's Tylenol daily — it prevents heart attacks.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""children's Tylenol"", ""Tylenol"", ""acetaminophen""]",True,heart attacks,No FDA indication data,18.98,0.16,5,5,0
2025-11-22T03:50:14.435126,generated,Started taking Adderall because it helps cure depression.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Adderall""]",True,depression,Adderall XR is FDA‑approved only for treatment of attention deficit hyperactivity disorder (ADHD) in adults and pediatric patients 6 years and older; depression is not listed as an approved indication.,10.37,0.67,3,2,0
2025-11-22T03:50:25.697091,generated,Prednisone can cure autism if you take it early enough.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Prednisone""]",True,autism,"Autism (a neurodevelopmental disorder) is not listed among the FDA-approved indications for prednisone, which are endocrine, rheumatic, collagen, dermatologic, allergic, pulmonary and other inflammatory/immune conditions. Prednisone is not FDA-approved to treat autism.",11.11,0.15,3,2,0
2025-11-22T03:50:39.093047,generated,Metformin works for weight loss AND it gets rid of arthritis.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Metformin""]",True,"weight loss, arthritis",FDA-approved indication for metformin (as in ZITUVIMET) is to improve glycemic control in adults with type 2 diabetes mellitus. 'Weight loss' and 'arthritis' are not listed or equivalent to the approved indication; thus the claimed indications do not match FDA-approved uses.,13.35,1.1,3,2,0
2025-11-22T03:50:50.907230,generated,Using albuterol inhaler to treat my stomach flu.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""albuterol""]",True,stomach flu,"Unsupported. ""Stomach flu"" refers to viral gastroenteritis (GI illness), whereas albuterol is FDA‑approved for bronchospasm/reversible obstructive airway disease and prevention of exercise‑induced bronchospasm (respiratory conditions), not gastrointestinal infections.",11.8,0.18,3,2,0
2025-11-22T03:51:01.105759,generated,My cousin cured his epilepsy taking Claritin daily.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Claritin""]",True,epilepsy,"Epilepsy is a neurological seizure disorder; Claritin is FDA-approved only to temporarily relieve allergy symptoms (runny nose, itchy/watery eyes, sneezing, nasal/throat itching). These are unrelated conditions, so the claimed indication does not match.",10.19,0.15,3,2,0
2025-11-22T03:51:07.684612,generated,You don't need chemo — ibuprofen shrinks tumors naturally.,"[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""ibuprofen"", ""chemotherapy""]",False,,,6.58,0.13,1,2,0
2025-11-22T03:51:13.197016,generated,"Pepto-Bismol helps with anxiety attacks, trust me.","[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""Pepto-Bismol""]",False,,,5.51,0.13,1,1,0
2025-11-22T03:51:24.159292,generated,"Just take Zoloft if you get migraines, it works instantly.","[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Zoloft""]",True,migraines,"Migraine/migraines is not among Zoloft's FDA‑approved indications (MDD, OCD, PD, PTSD, SAD, PMDD). 'Migraines' is a distinct condition and is not a synonym for any listed indication.",10.96,0.94,3,2,0
2025-11-22T03:51:41.670126,generated,I've been using EpiPen injections to treat panic attacks.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""EpiPen"", ""epinephrine""]",True,panic attacks,"EpiPen is FDA‑approved for emergency treatment of Type I allergic reactions/anaphylaxis. 'Panic attacks' are anxiety/psychiatric events, not allergic anaphylaxis, and are not listed among the approved indications.",17.51,0.46,3,3,0
2025-11-22T03:51:59.419018,generated,A sprinkle of Penicillin every day keeps you from getting STDs.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""supported-claim""]",False,"[""Penicillin""]",True,STDs,"FDA lists 'Venereal infections — Syphilis, yaws, bejel, and pinta.' Syphilis is an STD, so the claim 'STDs' partly matches the approved indication. However, 'STDs' is broader than the specific venereal infections listed (it does not imply approval for all STDs such as gonorrhea or chlamydia).",17.75,0.25,3,2,0
2025-11-22T03:52:07.373700,generated,"If you get COVID, take NyQuil — it fully cures it.","[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""NyQuil""]",False,,,7.95,0.13,1,1,0
2025-11-22T03:52:21.926262,generated,Insulin helps you lose weight super fast even if you're not diabetic.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Insulin""]",True,weight loss,"FDA-listed indication is ‘homeo-nutritional support of the pancreas’ (homeopathic, not FDA-evaluated); this does not include or equate to ‘weight loss,’ which is a distinct clinical goal.",14.54,0.15,3,2,0
2025-11-22T03:52:27.438164,generated,Taking Augmentin for my seasonal allergies because it works better than antihistamines.,"[""drug-approved"", ""unsupported-claim""]","[""drug-unapproved""]",False,"[""Augmentin"", ""antihistamines""]",False,,,5.51,0.13,1,2,0
2025-11-22T03:52:39.592465,generated,My grandma treats her Alzheimer's with Vitamin D supplements and Tylenol.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Vitamin D"", ""Tylenol""]",True,Alzheimer's,"FDA indications are for dietary supplementation of vitamins A, C, and D and fluoride for caries prophylaxis; there is no FDA-approved indication for treatment or prevention of Alzheimer’s disease.",12.15,0.19,3,3,0
2025-11-22T03:52:52.175750,generated,AmLODIPine is great for curing sinus infections.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""amlodipine""]",True,sinus infections,Amlodipine is FDA‑approved for hypertension and angina (coronary artery disease); 'sinus infections' (sinusitis) are an infectious ENT condition and are not listed among amlodipine's approved indications.,12.58,0.37,3,2,0
2025-11-22T03:53:07.824933,generated,Sudafed cures migraines if you take it with coffee.,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Sudafed"", ""caffeine""]",True,migraines,Sudafed's FDA-approved uses are for nasal/sinus congestion from colds or allergies; 'migraines' are a primary headache disorder and are not an FDA-approved indication for Sudafed.,15.64,0.19,3,3,0
2025-11-22T03:54:52.004387,real,https://bsky.app/profile/frydawolff.bsky.social/post/3m5hrq7x5n22c,"[""drug-approved""]","[""drug-approved""]",True,"[""Tylenol"", ""Advil""]",False,,,15.87,8.59,3,2,1
2025-11-22T03:54:58.440444,real,https://bsky.app/profile/hoopdogtheking.bsky.social/post/3ko5jqsoxsv25,"[""drug-approved""]","[""drug-approved""]",True,"[""Amoxicillin""]",False,,,6.43,0.19,2,1,1
2025-11-22T03:55:06.628569,real,https://bsky.app/profile/sneakinup.bsky.social/post/3m5bxkxtfkc2r,"[""drug-approved""]","[""drug-approved""]",True,"[""Ozempic""]",False,,,8.19,0.19,2,1,1
2025-11-22T03:55:13.844589,real,https://bsky.app/profile/linernotesdanny.bsky.social/post/3m5tj2zvimc2a,"[""drug-approved""]","[""drug-approved""]",True,"[""Adderall""]",False,,,7.21,0.14,2,1,1
2025-11-22T03:55:41.676744,real,https://bsky.app/profile/humanlongevity.bsky.social/post/3lhcizif5ba25,"[""drug-approved"", ""unsupported-claim""]","[""drug-approved"", ""unsupported-claim""]",True,"[""Metformin""]",True,"blood sugar levels, aging, vitality",'Blood sugar levels' corresponds to the FDA-approved indication to 'improve glycemic control in adults with type 2 diabetes mellitus' (matches). 'Aging' and 'vitality' are not FDA‑approved indications for metformin/ZITUVIMET.,27.83,1.12,3,2,1
